StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,block_1_prolific_ID,block_2_check#1_1,block_2_check#2_1,block_2_check#3_1,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,block_2_sf_dn,block_2_nh_dn,block_2_fh_dn,block_2_ph_dn,block_2_att_check,block_2_att_check_5_TEXT,block_2_how_far_1,Q229#1_1,Q231_First Click,Q231_Last Click,Q231_Page Submit,Q231_Click Count,block_2_sf_db,block_2_nh_db,block_2_fh_db,block_2_ph_db,Q237,Q237_5_TEXT,Q238_1,Q218#1_1,Q218#2_1,Q218#3_1,Q220_First Click,Q220_Last Click,Q220_Page Submit,Q220_Click Count,block_2_sf_cn,block_2_nh_cn,block_2_fh_cn,block_2_ph_cn,Q226,Q226_5_TEXT,Q227_1,Q207#1_1,Q207#2_1,Q209_First Click,Q209_Last Click,Q209_Page Submit,Q209_Click Count,block_2_sf_cb,block_2_nh_cb,block_2_fh_cb,block_2_ph_cb,Q215,Q215_5_TEXT,Q216_1,block_3_ease_of_proc,block_3_lang_underst,block_3_life_change,block_3_which_change,block_4_age,block_4_gender,block_4_cons_lib,block_4_english_lang,block_5_hurry,block_5_no_reading,block_5_distracted,block_5_study_about,block_5_seen_this,block_5_influence,block_5_feedback
2022-07-06 04:22:25,2022-07-06 04:49:01,IP Address,88.202.153.53,100,1596,True,2022-07-06 04:49:01,R_W3xPgjU8UnMX4pr,,,,,51.8951,-1.1585,anonymous,EN,5f9453d7235c91269b7147d3,June,30,2023,0,0,60.018,0,This is so fascinating to read and really makes me feel better after being out of education for a year because it feels weird not properly studying from a book for school or university so I like that I am still learning and gaining knowledge.,What a strange but exciting feeling! I knew I would have to move into my own place soon but it's actually happening now and I couldn't be more excited! I love my independence but it will be a lot having to deal with real adult life and finances!,This is a nice break. I find it hard being around my family for a long time but these small periods and getaways are nice to just unwind and relax and makes me appreciate and be grateful for so much that has happened over the year!,Can't believe how fast this year has gone but I am so thankful that I accomplished and travelled as much as I did and challenged myself. And now I am celebrating with lots of people around me and it's nice to hear what everyone else is doing and has done.,June 30th next year,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly difficult,Understood completely,Yes,Travelling around and getting a job,22,Female,Slightly liberal,No,Never,Never,Not at all,It was interesting to imagine into the future,No,No,No
2022-07-06 04:14:16,2022-07-06 04:59:24,IP Address,86.8.45.89,100,2708,True,2022-07-06 04:59:24,R_z6a92Fn4lbq5EmR,,,,,52.6513,-1.0876,anonymous,EN,615a0198a1a2d449a781b8a5,June,30,2023,0,0,60.152,0,"Hi, everyone,
I just want to let you in on a fantastic book that I am currently reading as I know how much most of you are interested in Science Fiction. Its a really intriguing read and I think a lot of it is actually based on fact and Intelligence that's actually in the pipeline for the future but not at present as its very innovative and the technology is not there quite yet! but well worth a read DM me for title and author.","Hello just spoken to our solicitors and the sale of the house is going on line in the next couple of days!
We have put an offer in for the new one which has been accepted, although the solicitors say this will be a lengthy  process and looking to finalise everything by 30th June 2023, hence the need to get ours online and sold. Then the paperwork will  be in the hands of solicitors who are notoriously slow.
Think our place will be snapped up, so just got to organise logistics and funds, should be a smooth process and hopefully be sorted by end of June.","Hello Family,
Just to let you know we have a lot of organising to do as obviously there will be 3 households flying out to Florida on the same date of June 30th 2023!  We all need to set a date where we can meet up and organise flights and itinerary, So could everyone please check their diaries to fined compatible dates and times ie we need at least 4 hours to organise .... Get back to me with yours days and times and I will sort through to see when we all have corresponding free hours.","Hello,
As you all know I will turn the BIG 50!! on the 30th June 2023, I have decided to host a big party on this date and I hope you all will be able to attend. I am expecting a big turnout so I am getting caterers in to do the the food ! the theme will be the fashion of when I was born in 1973 so we will be dressing as hippies!! LOL... You have a years notice so plenty of time to find me presents Lol..
Please R.S.V.P.  ME so I have numbers to know how many peepsI will be catering for.",June 30th next year,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly difficult,5,No,,48,Female,Slightly liberal,Yes,Never,Never,Not at all,I imagine it was to look at how different types of people go about organising future social events,No,"Yes, Iv decided that when I hit 50 next year, im going to go abroad to celebrate.",No
2022-07-06 04:48:22,2022-07-06 05:01:00,IP Address,82.25.16.98,100,758,True,2022-07-06 05:01:00,R_3lMpuAvlu3HTPBf,,,,,51.6144,-0.3368,anonymous,EN,6130c7f7d0112fa23b17079c,June,30,2023,0,0,60.028,0,I will have gotten back into reading fiction books for enjoyment and will be destressing from my first year of my masters programme by enjoying a science fiction book that I've seen floating around on social media. I am looking forward to being introduced to a new unfamiliar world that I can escape into for a few hours.,"Hopefully, by that time my family and I will be able to move into a new house away from my father. It will be a location that is near enough to my mother and brother's workplace so they can travel easily and it will have just enough space for us. It will be nice to get a fresh start and look forward to a new future in a place where we don't have old memories hanging over us. It will be sad leaving neighbours we are very fond of but I know they would want us to be happy and safe in a new house that is actually habitable. ","Following the end of my first year back at university, my family and I will go on a small weekend holiday trip away to destress and spend time together as we will all be very busy with our everyday lives. We would stay in the country, travelling to a location with a beach maybe where we can take the opportunity to do some sightseeing and make memories together","It would be a joint birthday party/graduation party held at our new home. It would be with my closest friends, ordering in some pizza and cutting a cake to celebrate how far we've come. To know that we made it to 24 and accomplished so much together when we thought at one point we wouldn't be able to make it to 21 is a cause that definitely deserves a celebration.",June 30th next year,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,6,Yes,Starting my Masters and hopefully moving away from my father with mum and brother at some time in the next year.,23,Female,Very liberal,Yes,Never,Never,Not at all,How people visualise plans and events (both big and small) in the future,no,no,no
2022-07-06 04:47:22,2022-07-06 05:05:51,IP Address,81.158.170.96,100,1108,True,2022-07-06 05:05:51,R_3ErQciTPDw4bgmV,,,,,51.7481,-2.3241,anonymous,EN,5dc93b9a575da16530499583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.012,0,"Hello everyone, 

Next week I plan to read a new book about science fiction. I'm really looking forward to it. 

I'll let you know how I find it! :)","Hello everyone, 

As you all know, next week is the week I finally move house! I am extremely excited and can't wait for you all to come and visit for a drink or two! ;)

I will keep you updated with pics and let you know when we are ready for visitors :)","Hello everyone, 

As you will know we are all off on holiday next week - I hope everyone is packing and prepping ready for our flight! 

If anyone needs a copy of my packing list let me know and i'll send it over. 

Just a reminder, be at my house for 7am sharp for the taxi pickup! :)","Hello everyone, 

This is a polite reminder of the party at my house next week. It is black and white themed so please do get your outfits prepared if you haven't already. There will be food and plenty of booze. :) 

If you are unable to attend now for any reason, please keep me updated so I don't overbuy. :)",Next week,,4,Moderately easy,5,No,,29,Female,Liberal,Yes,Never,Never,2,Testing our imaginations,No,I don't,
2022-07-06 05:04:32,2022-07-06 05:12:49,IP Address,90.213.161.187,100,497,True,2022-07-06 05:12:50,R_3GfBHFgbaHwB7Hg,,,,,50.9583,-0.1342,anonymous,EN,61656042f505fd7fa53e8628,,,,,,,,,,,,,,,,,,,,,,,,,,,July,14,2022,30.885,30.885,60.01,1,"Reading a science fiction book next Thursday will loose me into time and into the book, and get so enthrawlled into the story that i will feel like it is actually taking place and enjoy it as i read loads, at least one book a month.","Waiting in anticipation for the removal van to arrive the excitement of the day ahead, which has been in the pipeline for over six months, the start to a new future and the excitement of the new people i will meet living around me, cant wait.","Taking about 3-4 holidays a year, always exciting about the next one which is next Thursday, up early excited with cases packed, and short on, as it is going to be really nice weather, can wait to get to that airport early for breakfast and wait for the plane to arrive when i can whizz off to the holiday i have been waiting for for a long time due to covid.","Having a 60th party next Thursday will be a brilliant night, as during lockdown we have not been able to celebrate much, and this event will bring family and friends together with lots of musich food laughter drink and of course presents.",Thursday next week,,8,,,,,,,,,,,,,,Extremely easy,Understood completely,No,,53,Female,Conservative,Yes,Never,Never,Not at all,memory,no,no,no all fine - thanks
2022-08-12 02:25:24,2022-08-12 02:31:39,IP Address,109.146.145.69,100,374,True,2022-08-12 02:31:39,R_2WwEITG4VAAhHJ8,,,,,55.7506,-4.2075,anonymous,EN,5f11b58daef3d105c69d8967,June,30,2023,0,0,60.013,0,This would be extremely unlikely to happen regardless of the date and I would likely find it super boring if forced to do this activity.,"Hopefully I will be doing exactly this around about that time next year, fingers crossed I find the house I love and the moe goes nice and smooth.",This is something else I plan on doing round about this time next year so I will either just be home from said holiday or I will be frantically prepping to go.,"Oh no, no house parties in the new home, I'm not a fan of parties anyway but certainly wouldn't be throwing a party if I've just moved house.",June 30th next year,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly easy,5,Yes,"New house, new job, new car, new adventures",32,Female,"Moderate, middle of the road",Yes,Never,Never,2,Future planning,no,no,no
2022-08-12 02:30:22,2022-08-12 02:40:20,IP Address,94.2.18.136,100,598,True,2022-08-12 02:40:21,R_YPOoSb1cxUgcGB3,,,,,53.7881,-1.6008,anonymous,EN,60979bd8bc3e6816ebda7879,,,,,,,,,,,,,,,2023,0,0,60.021,0,I have enjoyed reading a lot of science fiction books in the past year.  I particularly enjoyed the ones related to alternate timelines in history.  ,"I was not expecting to have to move home in the last year, but there are times when these things happen.  It was just a mixture of circumstance and bad fortune.",I was so glad to be able to plan and spend a holiday with my family in the past year.  It took a lot of effort to sort out but was worth it in the end.,"I hate having parties at home, but this one was tolerable.  It was worth it because it was my wife's birthday.",Next year,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately difficult,2,No,,41,Male,Very liberal,Yes,2,Never,Not at all,How we think about future events,No,No,I thought the instructions were a little vague
2022-08-12 02:34:32,2022-08-12 02:40:56,IP Address,86.186.156.145,100,383,True,2022-08-12 02:40:57,R_1EXzFNvO1SItV6V,,,,,53.327,-1.5427,anonymous,EN,60c9b0886e03c28f26d97b19,June,30,2023,0,0,60.017,0,"My children playing downstairs, I lie on the bed upstairs for a few minutes of peace to read my book, with the sunlight coming in the window.","Stress, heat, chaos, having to pack and unpack, sorting things and finding new homes for them, making sure the children are happy, occupied, and out of the way.","Being by a pool in the sunshine, with a drink and a book, children playing with their dad in the pool, smells of suncream and chlorine.  Reality being different to expectation, actually being worried about keeping everyone safe, avoiding meltdowns etc.","Making sure people are free in advance, planning food and drink, cleaning beforehand, worrying if people will show up, rushing around when they are here, then starting to relax and enjoy it.",June 30th next year,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,Understood completely,No,,36,Female,Slightly liberal,Yes,Never,Never,Not at all,How detailed you can think about time in the future,No,No,n/a
2022-08-12 02:32:59,2022-08-12 02:41:58,IP Address,86.173.135.158,100,539,True,2022-08-12 02:41:58,R_21Fy9hHPBl9Ug6s,,,,,54.0444,-0.81,anonymous,EN,589f019c69733b0001af54df,,,,,,,,,,,,,,,2023,0,0,60.122,0,"I do not normally read science fiction books.  My usual genre are historical novels but actually, I was pleasantly surprised by how much I enjoyed this book.  Even so, i do not think I will be changing my reading pattern.",I am so excited to be moving house.  Also scared and apprehensive.  I hope it is the start of a new and happier episode for me and I am really looking forward to it.,I am looking forward to relaxing with my family on holiday this year.  I realise that I will not always have the luxury of having my parents around and my son will one day have his own family to consider so this time is very precious to me.,"Although it is a lot of hard work, I am pleased to be having a party to celebrate this special event.  I hope that everyone can share in my happiness and enjoy the hospitality.  I am glad my sister is coming to help me!",Next year,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,Understood completely,No,,58,Female,Conservative,Yes,Never,Never,Not at all,how optimistic I feel about the future,no,no,no
2022-08-12 02:35:28,2022-08-12 02:42:48,IP Address,80.195.230.82,100,440,True,2022-08-12 02:42:49,R_3RkfXEE3P0eDkZ4,,,,,52.5874,-2.138,anonymous,EN,5d5e4ae367962a00151b58f6,,,,,,,,,,,,,,,2023,0,0,60.018,0,I doubt I will read any science fiction next year. I prefer to read crime and fantasy books.,I will definitely not be moving to a new home in the next year. The house prices are so ridiculously high and I am happy where I am for now. ,I am looking forward to taking my family to Disneyland next year. It will be the first time the kids have been on a plane and it will be so exciting to go to Disney.,I may have a small party next year but only close family will be invited - I prefer to relax now rather than run around making sure everyone is having a good time while not enjoying it myself.,Next year,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,4,No,,34,Female,Slightly liberal,Yes,Never,Never,Not at all,,No,No,No
2022-08-12 02:27:45,2022-08-12 02:43:22,IP Address,109.159.75.67,100,936,True,2022-08-12 02:43:22,R_3mh6JBm7kq6ECGU,,,,,53.7386,-2.9983,anonymous,EN,5d8db9ab00bbaa001b10bc5d,,,,,,,,,,,,,,,,,,,,,,,,,,,August,18,2022,0,0,60.126,0,"Sat in a bare, square room, with a single window allowing light in, whilst I sit on a non-descript wooden chair reading a hardback novel I've read before.","Carrying boxes through a narrow doorway into a nondescript hallway, whilst several friends and family and following behind me all carrying boxes.",Sat in a familiar sunny garden with my mother and sister at a patio table with a sun umbrella to provide shade. We are all smiling.,"Lots of friends crammed into my small house, we have loud generic rock music playing and I can hear the buzz of conversation from all around (although I can't imagine the details or make out the words). The focal point is the Kitchen.",Thursday next week,,18,,,,,,,,,,,,,,Neither easy nor difficult,6,No,,45,Male,Slightly liberal,Yes,2,Never,3,A study to see how various people visualise future events?,No.,No.,"I found all my visulaisations of future events to be almost 'dream like', I could picture the events, but attempting to describe details was confusing. For instance, iamgining reading a book I KNEW I would be sat in a chair, but the chair I visualised I don't own, or ever recall owning, and the room I imagined isn't a room I'm familiar with, it just 'appeared' as a drab, pale yellow, box room with a single window and the wooden chair."
2022-08-12 02:36:01,2022-08-12 02:43:39,IP Address,31.48.2.118,100,458,True,2022-08-12 02:43:39,R_2VxNh07Zf0vgtQs,,,,,54.6509,-6.6115,anonymous,EN,5e74269b8c8f273a3c60e7a9,,,,,,,,,,,,,,,2023,0,0,60.022,0,"Probably rereading Kethani, a book I enjoyed when I was younger so that I can feel some nostalgia and so that I can get my reading going again. ","Dreaming about it rather doing it, maybe helping a friend move or find a house that he likes and wants to spend his life in.","Spending time with them as I see them rarely, doing all the things that I wish we'd done over the years I lived with them. Hopefully a short and sweet one. ",Hopefully I get to celebrate my birthday when it's actually my birthday and not relegate myself to October to fit other people and how their lives run,Next year,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately difficult,5,No,,21,Female,Very liberal,Yes,Never,Never,3,People's ability to describe the future,No,Don't think so,No
2022-08-12 02:35:19,2022-08-12 02:44:03,IP Address,86.171.26.63,100,524,True,2022-08-12 02:44:04,R_31Xwn3RwAgtCTAg,,,,,52.2487,1.1208,anonymous,EN,60bd1c81038cea15af02e8b6,,,,,,,,,,,,,,,,,,,,,,,,,,,August,19,2022,0,0,60.122,0,"I would need to choose a book - I'd probably get it from the library as I am not very good at finishing reading books I buy so it feels like a waste of money. I know I am more likely to read if it is a book on my phone, so I'd use the library app on my phone. I'd probably google ""best easy read sci fi books"" or ""pageturners"" so it's a book that people recommend is easy to read. I tried to read Dune but didn't get past halfway so it wouldn't be that. I'd probably read it on my phone whilst lying in bed.","I will soon be moving from my family home to somewhere else for a new job. I have not yet found somewhere to live - so if I were to be moving on Thursday next week, I would be feeling glad that I finally found somewhere, and hopefully it is somewhere affordable with nice people. I normally feel very nervous moving somewhere new, and feel anxious the day before, day of move, and a few days after. I would probably be in the car with my dad as he normally helps me move. I would be really hoping I've not been scammed and won't turn up to find no house.","I'm currently working on my masters dissertation, so I'd hopefully have worked hard in the few days prior so I feel able to take a day off. I would only have one week to the deadline, but I would try to tell myself that its ok to take time off and could probably help me be more productive on return. I would worry if my family tried to spend money on food and eating out as that can make me nervous. I'd probably want to go on nice walks. I'd need to wear sunscreen, I burn so easily! We'd probably have french bread for lunch or something.","I never host parties, this would be really unusual. I barely even see friends these days, at all. I would probably be nervous that everything would go ok, but I'm sure once everyone is there I would feel fine. I'm not sure who I would invite, but I guess it would be small as I don't really live that close to many friends anymore. It would be hard to have a party at home because I have younger siblings so either they would be out the house for some reason like going to a farm, or part of the party, but I can't imagine that going very well.",Thursday next week,,0,,,,,,,,,,,,,,Moderately easy,Understood completely,No,no,23,Female,Liberal,No,Never,Never,2,I don't know,No I have not,I guess the thinking about thursday part to make me feel reflective,No
2022-08-12 02:29:20,2022-08-12 02:44:24,IP Address,151.231.155.100,100,904,True,2022-08-12 02:44:25,R_1JXihri1r4iuBLs,,,,,51.5747,-1.7823,anonymous,EN,60780a1d2f47465618b6f69b,,,,,,,,,,,,,,,2023,0,0,61.382,0,"I tried picking up a new book today, i always think i should get more into reading books but yet again its been sat on my bedside table for months and i never get around to reading it.",we have been talking for years about moving home but i just dont see it happening this year. The house prices are so high and the thought of moving and getting stuck in a chain doesnt sound fun!,"I am so excited to go away on holiday! We have been arranging it and saving for years and the time has finally arrived! I love going on adventures and getting to spend quality time with my family, making memories.","Its halloween and its time to start prepping for the halloween party! I love throwing a halloween party, its so much fun and i get to be creative and go all out with the fun decorations, i think i get more excited than the kids!",Next year,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,Understood completely,No,,34,Female,Slightly conservative,Yes,Never,Never,2,how people positively and negatively talk about different life situations,no,no,no
2022-08-12 02:23:56,2022-08-12 02:44:40,IP Address,86.165.26.148,100,1244,True,2022-08-12 02:44:40,R_2Yo0FDSTIQFT4xs,,,,,51.3379,-0.4808,anonymous,EN,6062e6d11f8b0e3b045c53ee,,,,,,,,,,,,,,,2023,0,0,60.114,0,I won't be doing this because I don't like science fiction. I'll probably only read a fiction or biography book on a holiday. ,I won't be doing this as I have children in local schools and would not be disrupting their education at this point. ,"We will be doing this next year, although we haven't decided yet where we'll be going. We may take a week in the UK, near the beach, because the children like this. We shall probably book a holiday somewhere in Europe, although we usually wait to see what the Covid situation is like, and do not like to take unnecessary risks.","I may well have a gathering of several people, although I'm not planning on having a party. Gatherings usually entail a take away, a few drinks and sometimes some board games. People usually come for an evening and go by midnight, ",Next year,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely easy,Understood completely,No,,54,Female,Slightly liberal,Yes,Never,Never,2,Whether age makes a difference to whether people have already planned events for the near future?,No,"No-I imagined my life next year, but having a family restricts me from imagining exciting new ventures as there are 3 other people's needs to take into consideration, so most events for next year will be similar to this year (at this stage). ",I did not express any feelings about whether my planned events for next year are what I ACTUALLY want to do or whether they are things that will happen out of routine and previous experiences. 
2022-08-12 02:38:41,2022-08-12 02:44:44,IP Address,91.236.56.4,100,363,True,2022-08-12 02:44:44,R_Rxy8Sq1tSUSFQLT,,,,,51.3503,-0.2014,anonymous,EN,56f699e876348f000c883bba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August,2022,0,0,60.027,0,"Next week I am planning on going to the library to pick out a new book. I feel like reading some science fiction but I haven't decided what book I will choose yet, I will see when I get there. ",I am so excited to be moving into my new flat next week. We have nearly finished decorating so next week we will be moving the last bits of furniture in and then we will be ready to live in our new home.,I'm looking forward to our holiday together next week. I think it will be nice to spend some time with you and have a break from work. I don't know how I feel about staying in the caravan though!,"Next week I'm having a housewarming party, if you're able to make it? It will just be a small gathering with some family and friends and I'll do some food and make some cocktails.",Next week,,8,Slightly easy,5,No,,27,Female,Slightly liberal,Yes,Never,Never,Not at all,Don't know,No,No,No
2022-08-12 02:34:54,2022-08-12 02:45:11,IP Address,51.182.134.140,100,616,True,2022-08-12 02:45:11,R_ANYnm8AshU1YBDb,,,,,52.547,-1.9396,anonymous,EN,5f0c95156edeb563df5e5912,,,,,,,,,,,,,,,,,,,,,,,,,,,August,18,2022,0,0,60.126,0,This is not something I will be doing. I love reading but have never had an interest in science fiction. ,Could be exciting. I would feel stressed that nothing had been packed yet though. Me and partner are thinking of moving next year.,I need a holiday. This would be great. Bought all my holiday clothes because I have a holiday booked for December.,I'd say to my partner 'do we have to host this still?' and hope he says No. I like a party at someone else's house but not my own. Too much mess. ,Thursday next week,,3,,,,,,,,,,,,,,Moderately easy,Understood completely,No,,28,Female,Slightly liberal,Yes,2,Never,5,Attitudes towards life events,No,No,No
2022-08-12 02:36:49,2022-08-12 02:45:32,IP Address,90.214.130.182,100,522,True,2022-08-12 02:45:32,R_6SG0SVFkHlQDvAB,,,,,51.6327,-3.9449,anonymous,EN,579526db09fb910001338456,June,30,2023,0,0,60.028,0,"This is never going to happen as I do not like anything sci-fi related and that includes books, TV series or movies.",We think our home is worth more now than what we bought it for so maybe we will be selling our house next year to get some of the equity out of it,I have not been away since before Coronavirus so a trip to Spain next year is a must to Marbella to relax and enjoy the sunshine,This might happen as my partner birthday is July fourth so may have a party for it earlier if we are away for my partners birthday,June 30th next year,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly difficult,Understood completely,No,,39,Male,"Moderate, middle of the road",Yes,Never,Never,Not at all,Looking into the future to see if you can forsee what will happen next year,no nothing,no nothing,none
2022-08-12 02:32:41,2022-08-12 02:46:18,IP Address,90.192.143.201,100,816,True,2022-08-12 02:46:18,R_0ul5IWwrFGEgOWJ,,,,,52.2777,-0.8284,anonymous,EN,5803cb9a3073510001231d82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August,2022,14.375,14.375,60.115,1,"No of us are interested in science fiction so this would not happen. Science fiction is so droll, I can think of nothing worse","Definately not moving home no or in the future, why would we. We have a beautiful home as it is & we love the surrounding area.","Thank goodness the weather will be cooler next week, it means I won't have to get up at 5am to walk the dog.
Having my granddaughter next week means we can have days out, albeit probably trying to dodge the rain. We'll avoid theme parks as they get too busy so we will have days out at parks. Maybe a trip to the beautiful Foxton Locks where we can walk along the canal & look at all the lovely 'Rosie & Jim' boats, followed by a spot of lunch in one of the beautiful pubs out there.
We embrace nature so maybe a trip down to the local stream for a bit of 'pond dipping' & seeing what wonderful creatures we come across.
We can play basketball, swingball & hoopla in the garden that always brings lots of giigles to us all","No party next week! Our ruby wedding anniversary is bank holiday weekend. Who knows, we might throw an imprompty anniversary party, then again the two of us might just go out for a quiet meal",Next week,,3,Moderately easy,Understood completely,No,,60,Female,Slightly conservative,Yes,Never,Never,Not at all,what might be going to happen next week for me,no,no,"interesting study, thank you"
2022-08-12 02:40:31,2022-08-12 02:46:30,IP Address,130.159.57.206,100,359,True,2022-08-12 02:46:30,R_3DtCytaAlSkBS4u,,,,,55.8486,-4.2216,anonymous,EN,5dcc114dca10638a72ddc7fd,,,,,,,,,,,,,,,,,,,,,,,,,,,August,18,2022,0,0,60.018,0,A peaceful experience. I had some downtime so i decided to relax with an interesting book to pass some time.,"A stressful experience, a lot of planning leading up to it and a lot of organisation on the day. Strenuous, a hard day.","fulfilling, i enjoy spending time with my family so this would be a fun day where i get to see everyone whilst having a day off from work. We could have a barbeque or go for coffee together. ","Stressful, i'd have to organise and buy lots of things for this. I'd spend the day setting it up to ensure there's everything anyone could possibly ask for or want. I'd have to cook and prepare food/drinks.",Thursday next week,,15,,,,,,,,,,,,,,Slightly easy,Understood completely,No,,25,Female,Very liberal,Yes,Never,Never,Not at all,not sure,,,
2022-08-12 02:39:47,2022-08-12 02:47:05,IP Address,86.162.60.221,100,438,True,2022-08-12 02:47:06,R_1Ed1j1JeVnv0QSN,,,,,51.7335,-0.5875,anonymous,EN,60880d750f3dead09c7acfac,June,30,2023,0,0,60.117,0,"My partner has finally got me into reading sci-fi! With how quickly science and technology are evolving, I find the books more enjoyable as they seem somehow more possible.","This will definitely be the case. Moving into my first home, doing little DIY projects, making it feel homely.","We will be on our first holiday abroad since the pandemic, planning a trip to the French Alps.","My friends will all be round at my new place for an evening of board games, a Chinese takeaway and maybe even a movie too.",June 30th next year,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,6,Yes,Moving to a new area of the country,22,Female,Liberal,Yes,Never,Never,2,How much people believe their life can change in 1 year? and how the ability to imagine it differs via varying factors?,No I have not,"Well I imagined moving into a new house, and therefore imagined the party in that new place.",No
2022-08-12 02:35:53,2022-08-12 02:47:16,IP Address,90.203.243.224,100,683,True,2022-08-12 02:47:17,R_2tpz9jsfIAEMg13,,,,,53.7817,-1.7776,anonymous,EN,5ced98915e675f00188bc488,June,30,2023,0,0,60.011,0,"I probably won't be doing this as I do not like reading sci-fi books, I prefer to watch sci-fi films.","I will be in the process of doing this but will not have moved yet, I am hoping to buy my first home before the end of 2024.",I will be looking forward to doing this however it will be in August not June when this takes place.,"I won't be doing this, I do not have party's at my home address nor is there an event around that time that.",June 30th next year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely easy,Understood completely,No,,35,Female,Liberal,Yes,Never,Never,Not at all,interesting and provoking,no,no,n/a
2022-08-12 02:32:52,2022-08-12 02:47:17,IP Address,217.42.182.14,100,864,True,2022-08-12 02:47:17,R_31T80xCSb4dQWfo,,,,,53.3896,-2.2801,anonymous,EN,5a8d6772f49c9a0001f3cd72,,,,,,,,,,,,,,,,,,,,,,,,,,,August,18,2022,0,0,60.015,0,Unusually I've started reading a science fiction book. I heard good things about it and haven't really got into yet. I have heard good things about it so I'll carry on.,It's been an O k move. Now need to empty boxes and we can feel that we have properly moved in. It is great to have finally got it over. Everything has gone smoothly although I quite stressed this morning.,It is great to get together and share some special time together. The fine wine was excellent. The weather is fantastic and  I hope it stays this way. Going hiking tomorrow,Get a bit tipsy and had a good laugh. Some good music and company. I won't mention some of the bad behaviour. Super fun.,Thursday next week,,0,,,,,,,,,,,,,,Moderately difficult,Understood completely,No,,59,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,don't know,no,no,no
2022-08-12 02:40:22,2022-08-12 02:47:20,IP Address,90.218.2.244,100,417,True,2022-08-12 02:47:21,R_1cSSkFu2Sx17uUR,,,,,54.6988,-1.6465,anonymous,EN,596f2a1f50e2f000016fd93b,,,,,,,,,,,,,,,2023,0,0,60.161,0,I am unlikely to read a science fiction book next year as this isn't a genre that I am a fan of. I may read a different genre of book. Maybe some self help books. ,I would love to move into a new home next year. It might be something that happens. I would like more space and a south facing garden. ,We are ready for a family holiday. It has been over 3 years since we went abroad. I would like to go somewhere sunny and relax and forget about all the stresses of life.,"I will organise a party at home. We will invite our friends and provide food and drinks. There will be live music, as my Partner and a lot of our friends are musicians. ",Next year,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately difficult,3,No,,36,Female,Liberal,Yes,2,Never,2,How people translate a task.,No,No,No
2022-08-12 02:39:07,2022-08-12 02:47:37,IP Address,90.209.63.67,100,510,True,2022-08-12 02:47:38,R_1ih64sz3isFRsPP,,,,,52.3986,-1.9824,anonymous,EN,5eac3d63b4c443090c2d779d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August,1922,0,0,60.115,0,"i i dont like science fiction. but if i did i would find one i liked on kindle, i would read excerts to see if i liked the look of a book",i would love to do this. it would need lots of lists and planning. liasing with removal people. Laelling boxes. considering furnishings.,"this would be exciting. lots to plan and organise, packing to be done, checking trip advisor etc. looking at possible restaurants. chatting to family and arranging travel","planning, buying decorations, checking numbers and invites. Planning food and drink. talking to friends. deciding what to wear and have hair done. hire extra glasses.",Next week,,3,Slightly easy,Understood completely,No,,59,Female,Slightly liberal,Yes,Never,Never,Not at all,about how people plan for events,none,no,no
