StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q178,Q4#1_1,Q4#2_1,Q4#3_1,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,list_cn,reading_cn,army_cn,clothes_cn,apple_cn,tree_cn,carpeting_cn,house_cn,room_cn,rent_cn,houseplants_cn,door_cn,voting_cn,tree_cn,personality_cn,toothbrusing_cn,test_cn,greeting_cn,temptation_cn,eating_cn,garden_cn,car_cn,cavity_cn,child_cn,doorbell_cn,attention check,attention check_5_TEXT,Q61_1,Q167#1_1,Q167#2_1,Q167#3_1,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,list_dn,reading_dn,army_dn,clothes_dn,apple_dn,tree_dn,carpeting_dn,house_dn,room_dn,rent_dn,houseplants_dn,door_dn,voting_dn,tree_dn,personality_dn,toothbrushing_dn,test_dn,greeting_dn,temptation_dn,eathing_dn,garden_dn,car_dn,cavity_dn,child_dn,doorbell_dn,Q101,Q101_5_TEXT,Q102_1,Q117#1_1,Q117#2_1,Q119_First Click,Q119_Last Click,Q119_Page Submit,Q119_Click Count,list_cb,reading_cb,army_cb,clothes_cb,apple_cb,tree_cb,carpeting_cb,house_cb,room_cb,rent_cb,houseplants_cb,door_cb,voting_cb,tree_cb,presonality_cb,toothbrushing_cb,test_cb,greeting_cb,temptation_cb,eating_cb,garden_cb,travelling_cb,cavity_cb,child_cb,doorbell_cb,Q147,Q147_5_TEXT,Q148_1,Q165#1_1,Q152_First Click,Q152_Last Click,Q152_Page Submit,Q152_Click Count,list_db,reading_db,army_db,clothes_db,apple_db,tree_db,carpeting_db,house_db,room_db,rent_db,houseplants_db,door_db,voting_db,tree_db,personality_db,toothbrushing_db,test_db,greeting_db,temptation_db,eating_db,garden_db,car_db,cavity_db,child_db,doorbell_db,Q180,Q180_5_TEXT,Q181_1,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q46,Q47,Q48,Q62,Q171,Q173,Q176,Q177,Q49,Q52,Q63,Q56,Q58,Q59,Q60
2022-05-26 02:01:09,2022-05-26 02:09:14,IP Address,165.225.17.144,100,484,True,2022-05-26 02:09:14,R_1E6anEoo0S94r12,,,,,51.5164,-0.093,anonymous,EN,5ccecc19c9290f0013677eaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.116,0,Getting organized,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Applying brush strokes,Maintaining a place to live,Watering plants,Putting a key in the lock,Marking a ballot,Getting a good view,Answering questions,Moving a brush around in ones mouth,Answering questions,Showing friendliness,Showing moral courage,Chewing and swallowing,Planting seeds,Seeing the countryside,Going to the dentist,Teaching a child something,Moving a finger,,,15,6,3,6,3,Not at all,5,5,5,Not at all,Slightly easy,6,No,,24,Female,Liberal,Yes,2,Never,2,About how we perceive the future ,No,No I don't think so ,
2022-05-26 02:04:30,2022-05-26 02:09:19,IP Address,81.149.110.146,100,288,True,2022-05-26 02:09:19,R_2E0I6No8bczykv1,,,,,51.5888,-0.0247,anonymous,EN,60f93102598bab5b3fb7b388,June,2,2022,0,0,61.21,0,Getting organized,Gaining knowledge,Signing up,Removing odors from clothes,Getting something to eat,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Getting a good view,Answering questions,Preventing tooth decay,Showing ones knowledge,Saying hello,Showing moral courage,Getting nutrition,Getting fresh vegetables,Following a map,Going to the dentist,Teaching a child something,Seeing if someones home,Next week,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,5,Not at all,Not at all,2,5,Not at all,Moderately easy,Understood completely,No,,35,Male,Very liberal,Yes,Never,Never,Not at all,Not sure,Nope,Not sure,Nope
2022-05-26 01:58:47,2022-05-26 02:09:28,IP Address,196.21.157.2,100,640,True,2022-05-26 02:09:28,R_1DGMAl2XoJOKvuc,,,,,-26.7005,27.8179,anonymous,EN,600c076036051a2e189d19f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.018,0,Writing things down,Gaining knowledge,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Using a yard stick,Vacuuming the floor,Applying brush strokes,Maintaining a place to live,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Revealing what you are like,Preventing tooth decay,Answering questions,Saying hello,Showing moral courage,Getting nutrition,Planting seeds,Seeing the countryside,Going to the dentist,Using simple words,Moving a finger,June 30th next year,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,2,Not at all,4,4,3,Not at all,Extremely easy,Understood completely,Yes,Reducing my total debt significantly.,34,Female,"Moderate, middle of the road",No,Never,Never,2,Temporal orientation and future orientedness.,"Yes, psychometric tests about decision making and motivation for the future.",No.,No.
2022-05-26 02:02:43,2022-05-26 02:09:33,IP Address,93.107.79.188,100,409,True,2022-05-26 02:09:33,R_55Wg6alqEAirmdX,,,,,53.3379,-6.2591,anonymous,EN,60ecbc6580bdf7dde933726e@email.prolific.co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.04,0,Getting organized,Gaining knowledge,Signing up,Removing odors from clothes,Pulling an apple off a branch,Getting firewood,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Holding on to branches,Revealing what you are like,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Protecting your teeth,Using simple words,Seeing if someones home,Next year,,7,6,6,6,4,Not at all,6,4,4,2,Neither easy nor difficult,Understood completely,No,,48,Female,"Moderate, middle of the road",Yes,Never,Never,2,how the brain works,"yes, i dont know",no,no
2022-05-26 02:02:24,2022-05-26 02:09:34,IP Address,109.148.50.40,100,429,True,2022-05-26 02:09:34,R_2rwhtgMSaK12KvV,,,,,52.8487,-0.3417,anonymous,EN,605f7f4e99fb0e6f9785a66e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,41.624,41.624,60.015,1,Writing things down,Gaining knowledge,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Holding on to branches,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Going to the dentist,Teaching a child something,Seeing if someones home,June 30th next year,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,Very much so,6,Not at all,4,Not at all,3,Not at all,Extremely easy,Understood completely,No,,52,Female,Conservative,Yes,Never,Never,Not at all,Behaviour,No,No,At one point the date was shown as 31st June
2022-05-26 02:03:52,2022-05-26 02:09:34,IP Address,51.194.251.83,100,342,True,2022-05-26 02:09:34,R_1gzHPnYrxx1h07M,,,,,52.4714,-2.0878,anonymous,EN,6147c2a0b96c3d47e46de269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,2022,11.492,52.547,60.014,6,Writing things down,Following lines of print,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Applying brush strokes,Maintaining a place to live,Watering plants,Putting a key in the lock,Influencing the election,Holding on to branches,Answering questions,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Following a map,Going to the dentist,Using simple words,Moving a finger,Next week,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Not at all,Very much so,6,Not at all,Very much so,2,Not at all,Not at all,Extremely easy,6,No,,27,Female,Slightly conservative,Yes,2,Never,Not at all,"Life next week, what we predict will happen",No,No,No
2022-05-26 02:01:27,2022-05-26 02:09:49,IP Address,86.141.122.129,100,501,True,2022-05-26 02:09:49,R_0lFVmNCDt0l94zL,,,,,52.2365,-1.6285,anonymous,EN,5b6c576e68ba4900013861b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September,1908,7.027,26.581,60.014,3,Getting organized,Following lines of print,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Following a map,Going to the dentist,Using simple words,Seeing if someones home,Next week,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,6,4,5,5,3,3,Neither easy nor difficult,5,No,,23,Female,Very liberal,Yes,Never,Never,Not at all,Thinking about the future and intuition,No,No,I could not change the date at the beginning. I know next week is June 2022 but I could not select that. Please do not let that affect my participation
2022-05-26 02:02:41,2022-05-26 02:09:58,IP Address,80.47.46.226,100,437,True,2022-05-26 02:09:58,R_24QkyD7LYF7vvd7,,,,,51.5484,0.1716,anonymous,EN,5b94fc0fc168f80001104860,June,2,2022,0,0,61.61,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Marking a ballot,Getting a good view,Revealing what you are like,Preventing tooth decay,Answering questions,Showing friendliness,"Saying ""no""",Getting nutrition,Planting seeds,Following a map,Going to the dentist,Teaching a child something,Seeing if someones home,Thursday next week,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,6,6,5,5,5,4,Moderately easy,Understood completely,No,,47,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,perception,no,no,no
2022-05-26 01:58:31,2022-05-26 02:10:09,IP Address,82.69.14.40,100,698,True,2022-05-26 02:10:10,R_1hEAK57Kc3CmcMA,,,,,52.0361,-0.7006,anonymous,EN,5f3fa49ff859ca02748214bf,June,2,2022,0,0,60.114,0,Writing things down,Gaining knowledge,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Using a yard stick,Showing ones cleanliness,Applying brush strokes,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Holding on to branches,Revealing what you are like,Preventing tooth decay,Answering questions,Showing friendliness,"Saying ""no""",Getting nutrition,Getting fresh vegetables,Following a map,Going to the dentist,Teaching a child something,Seeing if someones home,Thursday next week,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,5,2,5,5,6,3,Moderately easy,Understood completely,No,,62,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,Making plans,No,Perhaps thinking about what will happen in a weeks time prompted some answers to the questions. Pre-thinking.,No
2022-05-26 02:03:53,2022-05-26 02:10:26,IP Address,86.239.218.217,100,392,True,2022-05-26 02:10:26,R_1JDv6YyjWPe4g2U,,,,,45.6534,0.1514,anonymous,EN,5fb26f723d8b23832ff835c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.017,0,Writing things down,Gaining knowledge,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Using a yard stick,Vacuuming the floor,Applying brush strokes,Writing a check,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,Showing moral courage,Getting nutrition,Getting fresh vegetables,Seeing the countryside,Protecting your teeth,Teaching a child something,Seeing if someones home,June 30th next year,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4,5,3,5,4,4,3,Moderately easy,Understood completely,No,,64,Female,Conservative,Yes,Never,Never,Not at all,difference between literal and long-term perspectives,no,no,there is no June 31st - it featured in one question near the beginning.
2022-05-26 02:02:03,2022-05-26 02:10:42,IP Address,197.229.128.233,100,519,True,2022-05-26 02:10:42,R_UydFTDZmz8jiifT,,,,,-26.2135,28.1858,anonymous,EN,5faaeeb3598001542f8200cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.099,0,Writing things down,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Getting firewood,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,Showing moral courage,Getting nutrition,Getting fresh vegetables,Seeing the countryside,Protecting your teeth,Teaching a child something,Seeing if someones home,Next year,,6,Very much so,6,5,Not at all,Not at all,Very much so,5,6,Not at all,Extremely easy,Understood completely,No,Marriage and having mylast child,35,Female,Very liberal,Yes,Never,Never,Not at all,Comprehension and future planning,No,No,No
2022-05-26 02:03:06,2022-05-26 02:10:58,IP Address,109.249.179.174,100,472,True,2022-05-26 02:10:58,R_1N91HkoZBsouGbp,,,,,51.4964,-0.1224,anonymous,EN,60a4da8d76b10c765fe2ad07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,2022,0,0,60.045,0,Getting organized,Gaining knowledge,Signing up,Removing odors from clothes,Getting something to eat,Wielding an axe,Getting ready to remodel,Showing ones cleanliness,Applying brush strokes,Maintaining a place to live,Watering plants,Putting a key in the lock,Influencing the election,Holding on to branches,Answering questions,Preventing tooth decay,Showing ones knowledge,Saying hello,Showing moral courage,Getting nutrition,Planting seeds,Following a map,Protecting your teeth,Teaching a child something,Moving a finger,Next week,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,6,2,5,5,5,4,Slightly easy,6,No,,23,Female,Very liberal,Yes,2,Never,2,"How we perceive activities, how engaged we are.","Yes, the same kind of thing.","Yes, thinking about next week specifically could have influenced how important these tasks would be in relation to what we have planned next week.",No
2022-05-26 02:03:58,2022-05-26 02:11:11,IP Address,81.100.38.138,100,433,True,2022-05-26 02:11:12,R_pPHefcHki8YD9Cx,,,,,53.8226,-1.568,anonymous,EN,60ff017e42a2a2ba4036937f,June,2,2022,0,0,60.096,0,Getting organized,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Saying hello,Showing moral courage,Chewing and swallowing,Getting fresh vegetables,Seeing the countryside,Going to the dentist,Teaching a child something,Seeing if someones home,Thursday next week,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,3,Not at all,5,5,4,2,Neither easy nor difficult,6,No,,32,Male,Liberal,Yes,Never,Never,Not at all,Perceptions,No,No,No
2022-05-26 02:02:39,2022-05-26 02:11:13,IP Address,197.185.99.186,100,513,True,2022-05-26 02:11:13,R_2wLVcgRmv0phtZ0,,,,,-25.7599,28.2604,anonymous,EN,5ffd4230d96f6b2649d31f72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.136,0,Writing things down,Gaining knowledge,Signing up,Removing odors from clothes,Getting something to eat,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Making the room look nice,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Moving a brush around in ones mouth,Answering questions,Showing friendliness,Showing moral courage,Getting nutrition,Getting fresh vegetables,Seeing the countryside,Going to the dentist,Teaching a child something,Seeing if someones home,Next year,,1,4,4,5,4,2,5,3,4,2,Extremely easy,Understood completely,Yes,I will graduate and start permanent employment ,20,Female,Liberal,Yes,2,Never,Not at all,Imagining myself in the future,No I have not,No,No
2022-05-26 01:59:15,2022-05-26 02:11:20,IP Address,109.78.115.53,100,725,True,2022-05-26 02:11:20,R_3GrjDFFt4rS4hQg,,,,,52.6669,-8.6274,anonymous,EN,5ce82019be3e050001bf8452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,2022,0,0,60.134,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Wielding an axe,Using a yard stick,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Going to the dentist,Teaching a child something,Seeing if someones home,Thursday next week,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,3,Not at all,Not at all,5,5,Not at all,Moderately easy,Understood completely,No,,62,Male,"Moderate, middle of the road",No,Never,Never,Not at all,our perception of the near future,no,i dont think so,
2022-05-26 02:04:29,2022-05-26 02:11:45,IP Address,93.34.114.112,100,435,True,2022-05-26 02:11:46,R_3qpThCXFaIgvgh3,,,,,44.488,11.3752,anonymous,EN,60b69c51baff09d728841783,June,2,2022,0,0,60.011,0,Writing things down,Following lines of print,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Using a yard stick,Vacuuming the floor,Applying brush strokes,Writing a check,Watering plants,Putting a key in the lock,Marking a ballot,Holding on to branches,Answering questions,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Following a map,Going to the dentist,Using simple words,Seeing if someones home,Thursday next week,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Very much so,Very much so,5,Not at all,6,5,Very much so,Not at all,Extremely easy,Understood completely,No,,26,Female,Very liberal,Yes,Never,Never,Not at all,"How people perceive actions, whether they feel they have more significance in the moment or are more so actions that are beneficial in the future","Mundane, normal tasks",no,no
2022-05-26 01:58:26,2022-05-26 02:11:54,IP Address,82.30.187.15,100,807,True,2022-05-26 02:11:54,R_3DpsADk2xtWEN5g,,,,,53.4462,-2.107,anonymous,EN,5bc0c8bb1526430001e61bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.118,0,Writing things down,Following lines of print,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Putting a key in the lock,Marking a ballot,Holding on to branches,Answering questions,Preventing tooth decay,Showing ones knowledge,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Following a map,Going to the dentist,Teaching a child something,Seeing if someones home,Next year,,4,4,3,6,5,Not at all,4,5,5,4,Slightly easy,6,No,,48,Male,"Moderate, middle of the road",Yes,2,Never,3,I've just thought about it for 5 whole minutes and I'm still not sure,Not like these.,I wasn't sure how looking at my life 1 whole year in the future had much to do with ,I found some of the answers over-specific and I would not have given either answer truthfully.
2022-05-26 02:04:55,2022-05-26 02:12:00,IP Address,82.15.104.76,100,425,True,2022-05-26 02:12:01,R_3fcx8ft2FOGW655,,,,,50.82,-1.0664,anonymous,EN,613d27378d9648629c385dea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.013,0,Getting organized,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Holding on to branches,Answering questions,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Seeing the countryside,Going to the dentist,Using simple words,Seeing if someones home,Next year,,13,Very much so,2,Very much so,6,Not at all,5,Not at all,2,Not at all,Slightly difficult,Understood completely,No,,18,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,Thinking about the future and what you would be like then,No never it was very unique,I don’t think so ,
2022-05-26 02:00:19,2022-05-26 02:12:06,IP Address,41.76.35.213,100,706,True,2022-05-26 02:12:06,R_2yp9rzZp4bKlUbn,,,,,-34.0486,18.4811,anonymous,EN,60c1ba7f781d5b45dbf720d4,June,2,2022,0,0,60.022,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Applying brush strokes,Writing a check,Watering plants,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Going to the dentist,Using simple words,Seeing if someones home,Thursday next week,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,5,2,4,3,4,2,Slightly easy,Understood completely,No,,30,Female,"Moderate, middle of the road",Yes,2,Never,3,I think that it shows how people think of the tasks they do on a daily. Do they think of it as a small action or do they consider it to be something they're doing to achieve a bigger picture. ,Not really ,It might. I thought very systematic about my day. I did not in any way imagine that something different might happen. So I feel like that influence the spontaneity of the way I answered,
2022-05-26 02:03:09,2022-05-26 02:12:06,IP Address,102.134.124.32,100,536,True,2022-05-26 02:12:06,R_3Gx38imEhMQkSj2,,,,,-26.3811,27.8376,anonymous,EN,5fb2727f2942a58418fd0d2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.007,0,Writing things down,Gaining knowledge,Helping the Nations defense,Removing odors from clothes,Getting something to eat,Getting firewood,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,"Saying ""no""",Getting nutrition,Getting fresh vegetables,Seeing the countryside,Protecting your teeth,Using simple words,Seeing if someones home,Next year,,7,Not at all,Very much so,6,Not at all,Not at all,5,6,6,Not at all,Moderately easy,Understood completely,Yes,I will be buying a house for the first time,46,Female,Conservative,Yes,Never,Never,Not at all,Interesting because there were two descriptions that matched each tasked perfectly,no,No,No
2022-05-26 02:04:13,2022-05-26 02:12:07,IP Address,87.92.222.18,100,474,True,2022-05-26 02:12:07,R_1g2yNfnSJ09py72,,,,,60.1719,24.9347,anonymous,EN,5d6d48982b4a3a0019143d8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.121,0,Getting organized,Following lines of print,Signing up,Removing odors from clothes,Getting something to eat,Wielding an axe,Using a yard stick,Vacuuming the floor,Applying brush strokes,Maintaining a place to live,Watering plants,Putting a key in the lock,Influencing the election,Getting a good view,Answering questions,Preventing tooth decay,Answering questions,Saying hello,Showing moral courage,Getting nutrition,Planting seeds,Following a map,Going to the dentist,Teaching a child something,Moving a finger,Next year,,14,5,5,6,4,3,5,4,4,2,Moderately easy,6,Yes,"ending my year abroad, moving back to the UK, living with new people, finishing my degree at my home university",21,Female,Liberal,Yes,Sometimes,Never,2,Whether people view actions for the manual work or for that action's purpose,no,no,no
2022-05-26 02:04:37,2022-05-26 02:12:24,IP Address,147.161.162.101,100,467,True,2022-05-26 02:12:24,R_325EWbvNGnYqqad,,,,,-26.3811,27.8376,anonymous,EN,60768c72f4cc270141585ff8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.022,0,Writing things down,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Using a yard stick,Vacuuming the floor,Applying brush strokes,Writing a check,Watering plants,Putting a key in the lock,Marking a ballot,Holding on to branches,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Seeing the countryside,Going to the dentist,Using simple words,Moving a finger,Next year,,13,4,,4,3,4,5,5,6,3,Moderately easy,Understood completely,No,,23,Female,Liberal,Yes,Never,Never,Not at all,"Depending on how far in the future we were supposed to imagine, does this change our interpretation of events as being literal or more emotive and goal oriented?",no,no,no
